User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1003987,P0081942,M,55+,18,C,1,0,7,12.0,4.0,4617
1001450,P0048842,M,55+,18,A,0,0,11,11.0,,12559
1000547,P0081942,M,51-55,10,C,4+,0,18,6.0,,1935
1004677,P0036242,M,55+,12,B,0,1,18,3.0,5.0,892
1002004,P0066242,M,0-17,0,A,4+,0,8,11.0,,8717
1002097,P0016442,F,18-25,5,C,2,1,10,,15.0,3141
1000704,P0036442,M,36-45,15,C,1,1,17,3.0,3.0,11545
1002404,P0043742,M,36-45,1,C,0,1,9,,,15119
1001626,P0040042,F,0-17,13,B,3,0,13,,14.0,14745
1003332,P0047742,F,26-35,17,C,4+,1,8,14.0,6.0,1607
1004734,P0027442,F,18-25,16,B,0,0,17,,7.0,14691
1002979,P0025142,M,26-35,19,A,4+,1,16,13.0,,10080
1004737,P0057542,M,26-35,17,A,4+,0,16,10.0,,7791
1002840,P0036542,F,0-17,18,C,4+,1,8,13.0,7.0,19331
1003385,P0042842,M,46-50,14,B,0,0,10,,13.0,11065
1002660,P0091542,M,0-17,1,C,0,1,12,,10.0,1764
1001862,P0026242,M,51-55,3,A,4+,1,18,18.0,17.0,356
1002857,P0053742,M,46-50,0,B,3,0,9,5.0,7.0,2751
1000686,P0044242,F,55+,7,A,1,1,4,13.0,17.0,16964
1004284,P0046642,F,18-25,19,A,4+,0,5,10.0,,5821
1001620,P0056442,F,46-50,13,B,3,0,16,11.0,,1396
1004644,P0084942,M,0-17,10,B,1,1,1,10.0,7.0,7548
1001432,P0029842,M,0-17,13,B,4+,0,18,3.0,,17570
1000876,P0059942,F,26-35,15,C,1,0,18,18.0,14.0,8195
1004714,P0011542,F,0-17,9,C,4+,0,9,,5.0,18305
1002462,P0092042,M,55+,6,B,0,1,1,6.0,11.0,5425
1001366,P0039542,M,51-55,15,B,4+,1,3,14.0,9.0,14000
1001244,P0096742,F,0-17,3,C,4+,0,2,12.0,,16558
1004999,P0061042,M,36-45,11,B,4+,0,2,,8.0,14096
1000163,P0088742,M,36-45,11,A,4+,1,17,16.0,15.0,18604
1001975,P0033842,M,26-35,1,B,3,1,6,16.0,,11591
1003292,P0068042,M,46-50,5,C,2,0,5,,4.0,3193
1000270,P0040042,M,46-50,19,B,3,1,11,15.0,6.0,4007
1000632,P0010542,M,36-45,14,B,3,0,9,11.0,,15689
1000906,P0031942,M,51-55,14,A,0,0,4,3.0,11.0,17238
1003472,P0086542,M,18-25,15,B,4+,1,7,,,15642
1003254,P0055242,M,55+,2,C,3,0,13,13.0,,15370
1002015,P0053242,M,55+,0,C,1,0,16,15.0,,5902
1001642,P0090642,M,55+,20,A,4+,1,17,12.0,17.0,11525
1000205,P0096942,M,51-55,11,A,0,1,2,9.0,15.0,16942
1000582,P0048542,M,36-45,14,C,0,1,5,12.0,12.0,7586
1000841,P0071842,M,55+,18,B,1,0,18,2.0,6.0,4570
1001720,P0039442,M,51-55,5,C,0,1,13,17.0,,7627
1002644,P0021742,M,18-25,18,A,4+,0,18,5.0,,406
1002298,P0050442,M,46-50,16,C,2,0,11,8.0,7.0,15158
1000875,P0077942,M,36-45,8,A,2,0,14,3.0,,15939
1000690,P0086242,M,0-17,20,C,3,0,12,18.0,,804
1004001,P0069342,M,55+,12,B,0,1,4,5.0,,14002
1003142,P0066542,F,18-25,14,B,4+,1,7,9.0,5.0,12819
1001423,P0085142,F,18-25,15,A,1,0,13,10.0,3.0,11040
1000672,P0097742,M,18-25,12,B,1,0,11,8.0,,8344
1001172,P0011142,M,46-50,1,A,4+,1,7,,8.0,16788
1003727,P0030842,F,51-55,1,B,4+,0,15,17.0,,5343
1000944,P0026442,M,26-35,10,C,1,0,17,16.0,,12555
1001450,P0097742,M,55+,15,B,0,0,1,6.0,12.0,15401
1003738,P0039342,M,0-17,16,C,3,0,12,5.0,15.0,7717
1002540,P0061842,M,55+,2,A,3,0,5,6.0,15.0,7136
1003960,P0017742,F,36-45,0,B,3,1,10,9.0,12.0,2811
1004992,P0053342,M,51-55,17,B,4+,1,11,11.0,7.0,10411
1004261,P0067642,M,18-25,13,C,1,1,16,7.0,,14564
1002362,P0071342,F,55+,8,A,1,1,18,11.0,,18192
1003653,P0096842,M,46-50,8,B,1,0,9,5.0,6.0,7164
1003671,P0091142,M,18-25,11,A,1,1,9,7.0,3.0,14732
1001754,P0089842,M,51-55,2,A,1,0,14,7.0,11.0,2966
1002353,P0078242,M,36-45,1,B,2,0,6,16.0,16.0,14016
1001939,P0017642,F,0-17,0,C,4+,1,12,11.0,,4355
1000371,P0014742,F,18-25,8,A,4+,1,11,14.0,6.0,789
1004949,P0086642,F,55+,12,A,2,0,4,15.0,14.0,218
1004480,P0018142,M,55+,20,B,3,1,6,3.0,7.0,2955
1001932,P0099442,M,46-50,15,A,0,0,18,17.0,4.0,195
1000425,P0082042,F,46-50,18,B,4+,0,6,7.0,18.0,16260
1004725,P0030842,M,26-35,9,A,4+,0,1,12.0,5.0,2650
1000895,P0054442,F,46-50,4,C,2,1,10,8.0,,19381
1000598,P0069542,M,26-35,13,C,4+,0,12,17.0,16.0,18617
1003063,P0062142,F,0-17,14,C,4+,1,7,6.0,8.0,1356
1002337,P0012842,M,36-45,2,C,3,1,11,,,1018
1004689,P0040342,M,26-35,8,B,2,1,1,10.0,,3276
1001688,P0056442,M,18-25,0,B,4+,0,16,16.0,18.0,11848
1000573,P0060142,M,51-55,0,B,1,0,4,14.0,8.0,18512
1002091,P0054542,M,55+,18,B,2,0,6,16.0,,18617
1003670,P0072742,M,18-25,5,B,3,1,10,13.0,16.0,5027
1004273,P0058942,M,55+,10,C,0,0,7,9.0,16.0,16276
1004625,P0088042,M,36-45,17,A,4+,0,12,5.0,5.0,2345
1001634,P0052742,M,46-50,13,A,1,1,10,12.0,6.0,369
1001518,P0065842,F,51-55,15,C,1,0,2,3.0,3.0,767
1004294,P0045842,M,18-25,0,C,0,0,9,3.0,9.0,514
1002658,P0019042,M,51-55,9,B,2,1,1,14.0,15.0,1808
1003649,P0015242,M,26-35,9,B,3,0,10,11.0,11.0,7382
1004949,P0082942,M,36-45,12,A,4+,0,1,12.0,,11878
1003589,P0095942,F,18-25,0,A,4+,0,2,8.0,13.0,6324
1001538,P0068842,F,46-50,2,B,4+,0,5,17.0,5.0,16022
1003138,P0030342,F,51-55,13,B,1,0,17,6.0,,10827
1000098,P0065542,M,46-50,20,C,2,1,13,13.0,7.0,18258
1003216,P0025542,M,51-55,15,B,0,0,6,,10.0,1812
1004531,P0010142,M,18-25,19,C,2,0,10,18.0,15.0,17255
1004733,P0045642,M,36-45,5,B,3,0,2,2.0,16.0,19755
1003751,P0092442,M,0-17,0,A,3,0,5,7.0,10.0,8686
1003158,P0066842,M,18-25,19,C,0,0,2,16.0,14.0,16516
1004684,P0090142,M,46-50,4,A,1,0,1,16.0,4.0,8653
1000344,P0015742,F,0-17,7,C,0,1,8,11.0,7.0,271
1004667,P0035342,F,36-45,11,C,3,1,15,6.0,17.0,4995
1000611,P0027942,M,46-50,0,A,1,1,6,7.0,3.0,12822
1001728,P0059242,M,36-45,12,A,2,0,4,18.0,7.0,11064
1002291,P0076842,F,51-55,8,B,3,0,12,5.0,18.0,7023
1001855,P0013442,M,18-25,19,C,1,0,16,,8.0,15782
1002609,P0017442,F,36-45,7,B,1,1,2,12.0,,12627
1002080,P0038842,M,46-50,12,C,4+,1,8,7.0,12.0,6702
1002325,P0047042,F,18-25,1,B,2,1,6,9.0,,1034
1004628,P0068642,M,55+,14,A,1,1,3,7.0,,11505
1001178,P0042842,M,46-50,13,A,0,1,1,9.0,14.0,16717
1001092,P0068942,M,46-50,18,B,2,0,8,4.0,,17072
1004980,P0086642,M,55+,8,A,2,1,12,18.0,,1907
1002792,P0087642,F,55+,18,B,3,1,7,,9.0,9151
1001750,P0040342,M,0-17,13,C,2,1,17,15.0,,15018
1002676,P0067842,M,26-35,7,C,2,1,13,18.0,,10613
1000782,P0032042,M,36-45,4,A,4+,1,18,6.0,4.0,7826
1003049,P0026342,F,36-45,6,A,2,0,16,3.0,14.0,10902
1002106,P0057942,F,0-17,3,A,1,0,8,14.0,5.0,3787
1003868,P0055442,M,51-55,7,C,0,1,12,18.0,,12247
1004977,P0047442,M,36-45,3,B,4+,0,6,18.0,8.0,19305
1004543,P0031942,M,55+,20,A,4+,1,2,12.0,12.0,13969
1002114,P0078342,M,0-17,0,B,4+,0,7,14.0,,4484
1003971,P0035342,M,36-45,7,A,4+,1,4,9.0,17.0,1818
1001992,P0082142,M,36-45,6,A,3,1,16,18.0,,15148
1001068,P0028742,F,46-50,10,A,4+,1,17,15.0,14.0,3332
1001578,P0029042,M,0-17,20,B,3,0,3,5.0,,9000
1001012,P0048842,M,55+,15,B,3,1,3,7.0,,13050
1002275,P0031442,M,51-55,16,B,2,0,14,5.0,3.0,4488
1004870,P0047442,M,36-45,4,C,0,1,14,12.0,13.0,16947
1001815,P0018542,M,51-55,6,C,2,1,7,6.0,,6014
1002427,P0057342,M,26-35,9,C,3,0,1,5.0,,8679
1004403,P0071742,M,0-17,12,B,2,1,15,5.0,8.0,5021
1004875,P0094342,F,0-17,19,C,1,0,14,7.0,,14263
1002552,P0090742,M,0-17,14,A,4+,1,4,18.0,8.0,17430
1003658,P0063042,M,55+,5,B,4+,0,4,,,8526
1000008,P0014642,F,55+,1,A,3,0,11,,5.0,16168
1002556,P0016442,M,46-50,3,A,2,1,1,2.0,,1507
1000476,P0057442,M,0-17,20,B,1,1,11,13.0,5.0,11955
1002212,P0024542,M,46-50,13,A,1,1,12,7.0,8.0,10245
1000485,P0089742,F,55+,14,B,1,1,15,,17.0,6705
1004655,P0048142,F,26-35,13,C,3,0,15,,7.0,7614
1002286,P0016542,M,18-25,3,B,2,0,4,,12.0,5413
1004564,P0061642,M,46-50,5,B,1,0,6,2.0,7.0,2304
1003526,P0019242,M,36-45,6,A,1,0,2,5.0,16.0,12479
1003340,P0096442,F,0-17,12,A,2,0,9,13.0,18.0,1861
1002823,P0052542,M,18-25,16,A,2,1,8,5.0,8.0,870
1004944,P0056742,F,46-50,16,A,4+,1,8,,10.0,19617
1002925,P0019342,M,51-55,3,A,0,0,10,15.0,,2004
1000259,P0071742,M,55+,18,A,0,1,17,5.0,5.0,8595
1000283,P0023242,M,51-55,19,A,1,0,1,18.0,14.0,8253
1001899,P0053342,M,36-45,12,A,2,0,15,11.0,10.0,13188
1004136,P0044042,M,18-25,8,A,4+,1,11,16.0,13.0,13404
1002977,P0041342,F,26-35,1,B,3,0,7,4.0,,18646
1002268,P0069042,M,46-50,19,A,0,1,16,12.0,,16880
1003201,P0031142,M,51-55,17,A,0,1,3,17.0,7.0,19837
1000613,P0061942,M,51-55,19,B,2,0,12,8.0,4.0,11798
1000688,P0025842,F,46-50,16,C,3,0,16,5.0,7.0,16146
1003691,P0036742,F,51-55,6,C,0,0,2,14.0,,15695
1000613,P0076042,M,26-35,16,B,4+,1,8,14.0,,12626
1002308,P0096142,M,51-55,9,C,0,0,11,6.0,10.0,12364
1003014,P0070242,M,46-50,13,A,2,0,11,3.0,11.0,17443
1001782,P0084742,M,0-17,11,A,2,1,2,5.0,,11980
1002592,P0057342,M,51-55,11,A,3,1,5,7.0,11.0,3985
1002697,P0090042,M,46-50,16,C,0,1,5,2.0,,13701
1003959,P0050942,M,0-17,18,B,3,1,10,,,7970
1000575,P0057342,M,51-55,13,A,0,1,2,6.0,11.0,18238
1001911,P0045542,M,51-55,16,B,1,1,15,16.0,,11324
1003605,P0077942,M,46-50,14,B,0,0,18,10.0,,19776
1000670,P0029242,M,36-45,20,A,2,1,12,12.0,,5338
1004365,P0079842,M,36-45,5,B,2,1,10,12.0,,14587
1001284,P0037042,M,18-25,18,B,1,0,7,17.0,13.0,11615
1000924,P0021342,F,36-45,19,A,0,1,15,17.0,4.0,9103
1001126,P0099642,M,26-35,5,B,0,0,15,4.0,,1829
1001530,P0062242,M,18-25,5,C,2,0,12,8.0,,17312
1001595,P0015442,M,36-45,3,A,1,0,15,13.0,,4619
1000247,P0086942,F,0-17,0,A,2,0,3,8.0,14.0,14694
1003712,P0016442,M,55+,18,A,1,1,16,4.0,7.0,14714
1001561,P0078342,F,46-50,10,A,2,1,7,10.0,7.0,18875
1002401,P0037142,M,36-45,6,A,4+,1,17,6.0,14.0,5921
1002244,P0060142,M,0-17,1,A,0,1,4,4.0,,8760
1003865,P0076142,M,55+,3,A,3,1,15,8.0,14.0,12636
1001940,P0046142,M,18-25,5,C,4+,0,9,7.0,12.0,9726
1003070,P0024542,M,46-50,4,B,2,1,17,3.0,,2529
1000227,P0030842,M,36-45,20,C,1,1,1,13.0,,16782
1003548,P0038542,F,18-25,8,B,3,1,2,8.0,13.0,10671
1000265,P0010942,M,36-45,10,A,1,1,7,5.0,,13628
1001396,P0083842,M,18-25,17,C,1,0,14,18.0,,9625
1003558,P0028542,M,36-45,19,A,0,0,5,2.0,12.0,17244
1000646,P0067342,M,55+,16,B,2,0,4,11.0,14.0,14730
1002991,P0069642,M,0-17,12,C,0,0,13,10.0,,17677
1001900,P0056342,M,26-35,16,C,1,0,10,15.0,18.0,129
1002505,P0023342,M,55+,9,B,0,0,13,9.0,7.0,7239
1002773,P0093442,M,0-17,17,B,4+,0,12,12.0,15.0,1684
1001155,P0090842,M,46-50,16,C,1,1,18,,9.0,4812
1000588,P0027042,M,36-45,11,C,1,1,11,5.0,,953
1004572,P0031242,M,26-35,14,C,4+,1,18,4.0,15.0,14789
1001822,P0062942,F,55+,18,B,1,0,12,16.0,,9734
1000986,P0092542,F,26-35,14,A,3,1,1,16.0,4.0,2231
1004080,P0060142,M,46-50,12,C,3,1,16,,12.0,18006
1003349,P0067142,M,46-50,6,B,2,0,14,,6.0,10893
1003832,P0069942,F,26-35,10,C,2,1,1,9.0,12.0,17344
1001242,P0012642,M,46-50,7,B,0,1,7,9.0,,9919
1000190,P0016742,M,46-50,19,C,0,0,5,,,9899
1000981,P0088942,M,36-45,15,B,4+,0,17,,,18373
1001699,P0050742,F,0-17,10,B,4+,0,10,9.0,5.0,4434
1001716,P0065142,M,51-55,4,C,1,1,4,3.0,10.0,3836
1002594,P0020842,M,18-25,6,B,2,0,14,13.0,,16686
1004137,P0017342,M,26-35,15,B,2,1,6,7.0,8.0,5475
1004434,P0067742,F,18-25,15,B,2,1,12,,4.0,1659
1001099,P0077942,M,26-35,19,B,2,1,12,18.0,,10791
1002327,P0036142,F,26-35,16,B,0,1,1,,11.0,3974
1003248,P0046742,F,0-17,18,B,3,1,12,3.0,13.0,14629
1000896,P0088542,M,55+,14,B,4+,1,6,,9.0,17729
1001675,P0094842,M,55+,14,B,4+,0,4,13.0,11.0,17705
1002910,P0096942,M,26-35,19,C,2,1,17,6.0,,6868
1000931,P0033642,F,26-35,20,B,2,1,10,8.0,7.0,11114
1004385,P0082642,M,0-17,14,A,0,1,11,11.0,15.0,17328
1000724,P0046542,F,46-50,2,C,0,0,1,14.0,18.0,6030
1002941,P0038542,M,55+,11,C,4+,1,5,6.0,8.0,1847
1001090,P0047742,M,51-55,5,A,2,0,14,6.0,,5096
1004579,P0076042,M,18-25,19,B,2,0,13,,,10078
1000936,P0092942,M,26-35,4,A,4+,0,2,18.0,,1531
1002296,P0047542,F,0-17,10,A,0,1,14,17.0,14.0,10885
1000156,P0071842,M,26-35,11,A,4+,1,6,17.0,12.0,6754
1001071,P0075242,M,55+,6,C,0,0,6,17.0,12.0,18301
1001959,P0017542,M,0-17,8,B,0,0,1,,12.0,437
1002502,P0010842,M,18-25,17,C,0,0,11,18.0,3.0,5127
1004220,P0029542,M,36-45,13,B,2,0,4,9.0,8.0,12375
1003831,P0090642,M,55+,3,A,4+,1,6,11.0,6.0,11672
1000855,P0089142,F,46-50,7,C,0,0,2,14.0,,19138
1000640,P0099242,M,36-45,15,B,3,1,5,11.0,4.0,2807
1002239,P0072942,M,0-17,3,B,0,0,15,7.0,12.0,8795
1001603,P0038942,M,26-35,18,A,0,0,8,,8.0,13341
1000442,P0016042,M,46-50,5,C,0,1,17,18.0,,15962
1004629,P0048842,M,55+,18,C,1,0,10,9.0,11.0,11550
1001337,P0094642,F,18-25,14,C,3,0,9,4.0,3.0,9921
1003701,P0091742,M,55+,11,C,2,1,2,2.0,,18645
1000949,P0066242,M,51-55,11,C,4+,1,11,3.0,18.0,12187
1003374,P0066342,M,46-50,1,C,4+,1,2,5.0,3.0,15224
1000460,P0073342,M,26-35,8,C,4+,0,16,15.0,,3171
1004647,P0077842,F,36-45,2,A,2,1,4,6.0,8.0,6952
1000393,P0010742,M,0-17,0,B,0,1,17,14.0,,4689
1003939,P0046842,M,36-45,13,A,3,1,9,8.0,14.0,2470
1001788,P0014442,M,55+,12,B,4+,0,12,,8.0,515
1004941,P0044342,F,46-50,4,B,1,1,5,11.0,3.0,16319
1002258,P0085642,F,51-55,6,B,1,0,3,15.0,4.0,12391
1001139,P0089542,M,26-35,13,C,3,1,6,11.0,4.0,4682
1003809,P0047442,M,0-17,15,C,4+,0,7,,3.0,7677
1004742,P0071842,F,26-35,17,B,0,0,4,15.0,16.0,4829
1002455,P0012642,M,26-35,13,B,4+,1,14,14.0,,19885
1001467,P0029242,M,51-55,0,C,0,0,14,13.0,11.0,1839
1003675,P0094842,M,46-50,5,C,4+,1,2,,11.0,19744
1001378,P0045642,F,36-45,20,B,1,0,15,15.0,5.0,11416
1002598,P0016142,M,26-35,9,B,2,0,12,17.0,3.0,19473
1000142,P0016142,M,55+,5,A,3,0,14,3.0,,2667
1002660,P0052142,F,55+,1,C,0,0,10,18.0,14.0,13569
1004597,P0089342,M,26-35,6,C,2,0,3,13.0,,12889
1000840,P0073242,F,26-35,16,B,0,0,2,8.0,,4597
1003619,P0089142,M,0-17,13,A,3,1,2,13.0,5.0,9116
1003918,P0065042,F,26-35,6,C,2,1,11,14.0,9.0,10803
1000596,P0047942,M,55+,20,A,2,1,12,7.0,15.0,2173
1001905,P0037642,M,26-35,8,A,3,0,15,10.0,10.0,8440
1000281,P0070542,M,46-50,18,C,3,0,12,16.0,4.0,6291
1000424,P0053042,M,55+,20,B,0,1,11,6.0,,15309
1004366,P0021442,M,26-35,10,A,2,0,14,18.0,9.0,14478
1004250,P0078742,M,51-55,2,B,3,1,5,3.0,4.0,16101
1001751,P0022042,M,51-55,3,C,0,1,17,13.0,13.0,19960
1004758,P0062442,M,55+,4,A,4+,1,15,9.0,,4769
1001968,P0099842,M,26-35,3,B,3,0,17,3.0,7.0,4199
1004089,P0051542,M,51-55,12,A,2,1,12,17.0,13.0,9364
1004179,P0026242,M,46-50,8,A,4+,0,8,12.0,7.0,13662
1002947,P0088642,F,0-17,13,A,3,1,15,16.0,,12463
1001450,P0078742,M,51-55,15,C,1,0,2,9.0,16.0,16482
1002332,P0043642,M,55+,5,B,2,0,17,,17.0,13579
1002221,P0047842,F,51-55,9,A,2,1,10,3.0,,14354
1003790,P0042342,M,36-45,20,B,0,0,18,6.0,,5904
1002811,P0027242,M,46-50,12,C,1,0,12,17.0,5.0,16972
1004729,P0088642,M,51-55,2,A,3,1,1,,,18911
1001532,P0016342,M,0-17,10,A,1,1,4,18.0,14.0,19639
1004883,P0020042,M,36-45,2,A,3,1,5,6.0,,7563
1002991,P0042142,M,55+,6,B,0,0,3,8.0,,2221
1004494,P0016542,F,55+,9,B,4+,1,1,17.0,11.0,12184
1001144,P0094242,M,26-35,0,A,1,0,7,,,5246
1000934,P0065642,M,46-50,3,B,2,1,12,7.0,18.0,9028
1001461,P0069842,F,51-55,7,B,3,1,6,9.0,9.0,18315
1002724,P0055742,M,26-35,19,A,1,1,17,2.0,,308
1002513,P0067842,F,46-50,16,A,3,1,11,12.0,4.0,5646
1000286,P0055242,M,55+,4,A,1,0,8,3.0,17.0,17614
1000265,P0035842,M,36-45,16,C,2,0,11,3.0,3.0,16926
1002368,P0081642,M,51-55,8,A,3,0,13,17.0,5.0,2655
1003448,P0052542,M,55+,7,A,3,1,9,8.0,5.0,5757
1004917,P0027742,M,0-17,6,A,4+,0,5,,,4521
1001763,P0037942,M,46-50,4,A,0,0,10,16.0,16.0,1823
1003049,P0044342,M,55+,3,A,1,0,13,7.0,9.0,9565
1002382,P0011642,M,55+,2,A,2,0,5,15.0,12.0,11979
1002270,P0039542,M,0-17,7,A,4+,0,3,,,7907
1000041,P0030142,M,26-35,4,A,4+,1,17,10.0,17.0,5269
1000068,P0078342,M,55+,4,C,0,0,10,13.0,3.0,12355
1000988,P0087342,M,26-35,16,B,2,0,17,6.0,,9773
1004009,P0029342,M,36-45,14,C,1,1,6,10.0,16.0,13130
1003199,P0024842,M,36-45,7,C,3,0,14,13.0,7.0,5937
1004791,P0047442,M,18-25,6,A,0,1,9,14.0,,10308
1002525,P0098742,M,18-25,16,A,3,0,5,16.0,16.0,9219
1001086,P0013442,M,36-45,11,A,4+,0,8,,7.0,5044
1002480,P0046842,F,51-55,3,A,3,0,16,18.0,,19592
1001694,P0012842,M,26-35,19,B,1,1,7,,,13156
1002316,P0087442,M,0-17,17,B,1,0,2,13.0,,12004
1000779,P0032042,F,55+,3,C,3,1,9,4.0,9.0,10394
1004590,P0015242,F,55+,9,B,3,1,10,14.0,16.0,11003
1001586,P0089042,F,36-45,2,C,0,0,4,10.0,11.0,8010
1001493,P0045242,M,51-55,4,A,1,0,13,2.0,10.0,3438
1000661,P0049142,M,0-17,11,C,3,0,2,5.0,15.0,16188
1001349,P0017542,F,18-25,4,C,2,1,6,17.0,,9085
1001300,P0059342,F,0-17,4,B,0,0,16,14.0,18.0,10239
1003941,P0078742,M,36-45,3,C,0,1,15,,5.0,15925
1001987,P0062142,M,26-35,5,A,0,1,14,,,15213
1002045,P0021642,F,36-45,9,A,0,0,13,13.0,,13464
1003517,P0037942,M,55+,5,A,3,1,17,5.0,17.0,8979
1001059,P0082942,M,55+,0,A,4+,1,18,8.0,6.0,1149
1000977,P0027442,M,46-50,15,B,2,0,1,6.0,6.0,6626
1004578,P0084542,M,51-55,10,C,4+,0,4,11.0,10.0,17077
1000728,P0086342,M,51-55,5,C,4+,1,16,18.0,,16197
1002528,P0039442,M,51-55,19,C,3,0,18,18.0,6.0,12984
1003137,P0055042,F,46-50,17,C,0,1,10,5.0,,15756
1000343,P0093342,M,46-50,5,A,0,1,8,12.0,,3980
1001448,P0061742,M,26-35,16,B,3,1,6,15.0,5.0,2269
1002380,P0012042,F,51-55,11,C,3,1,17,9.0,,19463
1003660,P0017242,M,36-45,16,C,1,1,5,,14.0,3508
1000527,P0094142,M,46-50,20,B,0,0,4,9.0,15.0,17580
1001897,P0013542,M,36-45,17,C,2,0,4,11.0,3.0,14990
1004755,P0060642,M,18-25,9,B,1,1,9,13.0,,2620
1002074,P0099842,M,51-55,19,C,4+,0,13,10.0,18.0,13838
1004916,P0033242,M,46-50,11,B,0,0,7,,18.0,2136
1000406,P0082742,F,46-50,3,C,3,0,18,17.0,12.0,19833
1001574,P0059642,M,26-35,9,A,3,0,18,18.0,,2644
1004601,P0030542,M,36-45,4,C,3,1,17,17.0,,7541
1003741,P0052542,M,26-35,3,A,0,1,8,13.0,15.0,8868
1004275,P0014342,M,26-35,15,B,2,0,11,2.0,16.0,2378
1004228,P0019042,M,36-45,4,A,3,1,6,17.0,8.0,12182
1001847,P0092742,M,18-25,18,C,0,1,8,14.0,11.0,17747
1001479,P0056942,F,36-45,5,A,4+,1,8,3.0,14.0,7058
1002396,P0070442,M,18-25,20,A,1,1,15,4.0,,7026
1000772,P0056642,M,26-35,6,C,0,1,6,11.0,,8913
1000579,P0095042,M,18-25,9,B,0,0,4,,6.0,10996
1002902,P0055342,M,51-55,6,A,3,1,7,13.0,16.0,13236
1000194,P0069442,M,18-25,13,C,1,1,2,,18.0,13886
1002008,P0043242,F,18-25,9,A,1,1,2,18.0,,712
1001186,P0060642,M,46-50,19,B,3,0,14,14.0,,7923
1002395,P0089342,M,46-50,10,B,2,0,9,8.0,,19364
1002999,P0056942,F,55+,13,B,0,1,7,,7.0,9202
1001793,P0012042,M,26-35,11,A,3,1,5,15.0,,16899
1001111,P0032742,F,36-45,3,C,2,0,12,13.0,17.0,11144
1004006,P0047542,M,18-25,12,B,3,1,18,12.0,,8371
1002262,P0022942,M,51-55,2,C,4+,0,16,6.0,,5097
1003737,P0078642,M,46-50,12,B,2,1,12,2.0,16.0,10971
1003794,P0071942,M,36-45,19,A,2,1,6,16.0,,5327
1001937,P0051342,M,51-55,18,A,1,1,1,,3.0,1134
1004876,P0089442,M,18-25,14,B,0,1,12,5.0,,1838
1004358,P0017042,M,36-45,18,C,3,0,11,,,3630
1000730,P0050342,M,55+,19,C,3,1,11,3.0,,2221
1004379,P0066142,F,51-55,3,B,0,0,9,13.0,,17794
1003452,P0070642,M,0-17,5,A,0,0,2,4.0,7.0,2138
1004458,P0089042,M,51-55,14,C,1,0,8,,,6259
1004537,P0049642,M,51-55,3,C,0,0,1,4.0,13.0,3728
1002141,P0043642,M,18-25,5,A,4+,0,1,7.0,14.0,7245
1001645,P0074342,M,36-45,1,C,1,1,12,18.0,3.0,1134
1002801,P0060442,M,18-25,3,B,2,0,4,15.0,11.0,3311
1004963,P0037542,F,18-25,17,A,0,0,1,9.0,9.0,8685
1000142,P0099142,M,0-17,14,B,2,1,12,18.0,14.0,12390
1001456,P0011242,M,55+,11,A,1,0,14,14.0,9.0,439
1004797,P0010242,F,51-55,7,B,4+,0,1,7.0,14.0,14269
1002097,P0032342,F,36-45,11,B,4+,1,12,16.0,6.0,865
1001326,P0027442,M,55+,8,B,0,0,5,8.0,,6610
1004977,P0099842,M,26-35,6,C,4+,0,2,18.0,,9752
1001214,P0048442,M,46-50,7,C,3,1,4,17.0,,7003
1001160,P0070142,M,55+,19,B,1,0,11,8.0,3.0,18637
1004651,P0034042,F,18-25,9,B,4+,0,18,4.0,,18089
1004500,P0064642,M,18-25,10,A,1,1,18,18.0,5.0,12969
1004988,P0011342,M,18-25,1,C,1,1,15,9.0,,18265
1004698,P0029442,M,18-25,3,B,3,0,15,8.0,,15230
1000341,P0049642,M,46-50,20,C,0,1,9,2.0,6.0,3001
1003829,P0053042,M,26-35,20,A,1,0,8,16.0,,13556
1001969,P0040542,M,0-17,8,B,3,0,10,7.0,13.0,13888
1000704,P0043342,M,26-35,7,C,4+,1,8,10.0,11.0,6565
1004414,P0082442,M,46-50,4,A,2,0,11,,,9467
1002430,P0050942,M,36-45,13,B,0,1,12,4.0,,12677
1001801,P0010242,M,0-17,1,C,2,1,7,2.0,,14591
1004913,P0079042,M,0-17,20,A,3,1,1,13.0,18.0,2518
1004649,P0065142,M,36-45,16,A,1,1,3,15.0,10.0,9399
1000856,P0055142,F,51-55,7,C,3,1,13,12.0,9.0,5309
1001813,P0077542,M,18-25,1,B,0,0,4,8.0,8.0,2124
1002867,P0091842,M,46-50,14,C,0,0,10,9.0,6.0,4883
1003643,P0084642,M,36-45,1,A,4+,0,6,4.0,12.0,8801
1000183,P0086842,M,26-35,10,A,3,1,4,8.0,,15751
1003113,P0097142,M,26-35,13,B,0,1,8,17.0,,10591
1004493,P0059442,M,51-55,20,C,3,1,14,11.0,,13657
1001518,P0051642,M,36-45,9,B,4+,1,18,,6.0,11533
1001357,P0049042,M,46-50,6,B,4+,1,8,5.0,,7632
1002175,P0047242,M,51-55,13,A,3,0,5,10.0,9.0,5935
1003630,P0072742,M,51-55,12,C,0,1,14,16.0,,10517
1003629,P0015142,F,51-55,20,C,1,1,15,7.0,8.0,15750
1004097,P0047542,M,0-17,1,A,1,1,17,7.0,7.0,17644
1003240,P0049442,M,0-17,9,A,4+,0,4,4.0,18.0,5451
